mean,label
83.641,0
83.429,0
82.6,0
73.705,1
74.9,1
66.195,1
82.856,0
84.111,0
89.878,0
84.078,0
85.752,0
84.36,0
84.293,0
80.978,0
80.771,0
84.105,0
82.632,0
77.699,1
83.27,0
86.188,0
81.263,0
77.157,1
78.369,0
73.009,1
72.885,1
78.827,0
75.875,1
79.047,0
74.201,1
84.19,0
83.633,0
83.01,0
92.393,0
83.811,0
83.174,0
79.626,0
77.833,1
83.905,0
77.351,1
96.593,0
83.333,0
71.079,1
86.944,0
80.663,0
84.601,0
69.468,1
81.309,0
72.867,1
81.9,0
70.494,1
84.324,0
82.915,0
74.016,1
85.587,0
78.395,0
67.638,1
85.188,0
81.419,0
75.746,1
81.904,0
83.848,0
79.275,0
81.574,0
72.315,1
81.594,0
76.953,1
74.552,1
68.86,1
66.642,1
74.809,1
72.106,1
82.684,0
81.903,0
75.308,1
83.558,0
77.945,1
74.208,1
89.202,0
84.151,0
78.941,0
75.443,1
85.628,0
82.853,0
82.864,0
83.621,0
81.662,0
85.189,0
83.072,0
84.896,0
74.47,1
83.534,0
67.457,1
71.431,1
83.111,0
82.838,0
83.819,0
76.637,1
84.034,0
78.61,0
70.398,1
86.083,0
78.652,0
89.514,0
79.596,0
89.59,0
74.878,1
83.649,0
74.185,1
81.577,0
86.338,0
67.592,1
84.072,0
85.034,0
90.978,0
81.703,0
68.425,1
72.979,1
86.386,0
83.017,0
75.219,1
74.307,1
84.695,0
87.93,0
87.527,0
75.422,1
84.747,0
81.879,0
88.363,0
77.612,1
79.304,0
83.81,0
81.381,0
72.217,1
68.831,1
72.56,1
82.81,0
84.847,0
85.011,0
82.26,0
103.441,0
69.091,1
83.816,0
87.652,0
86.103,0
75.249,1
70.248,1
77.263,1
82.901,0
83.529,0
75.846,1
81.021,0
82.913,0
84.401,0
70.726,1
83.961,0
74.348,1
82.619,0
84.769,0
83.806,0
75.478,1
65.499,1
64.188,1
84.755,0
86.24,0
74.086,1
85.388,0
84.076,0
77.934,1
69.882,1
82.826,0
73.775,1
83.982,0
83.351,0
88.973,0
75.672,1
83.534,0
78.509,0
83.898,0
72.179,1
88.642,0
78.996,0
74.703,1
85.507,0
84.132,0
76.007,1
78.574,0
83.909,0
83.617,0
82.751,0
81.356,0
82.663,0
73.481,1
75.857,1
85.678,0
84.756,0
71.807,1
78.41,0
71.251,1
70.917,1
87.37,0
84.548,0
74.058,1
86.473,0
71.888,1
80.305,0
83.547,0
77.128,1
76.757,1
65.112,1
87.822,0
85.204,0
77.661,1
80.389,0
83.44,0
81.013,0
80.97,0
69.729,1
72.494,1
84.364,0
84.046,0
83.963,0
81.865,0
91.172,0
82.623,0
79.339,0
83.487,0
81.513,0
74.68,1
88.908,0
71.134,1
84.786,0
88.698,0
84.041,0
82.078,0
77.343,1
74.095,1
82.974,0
81.131,0
79.435,0
92.188,0
77.468,1
85.51,0
83.567,0
84.03,0
83.797,0
84.162,0
83.929,0
83.917,0
83.364,0
87.158,0
84.298,0
78.554,0
88.39,0
84.399,0
76.098,1
84.744,0
70.417,1
84.213,0
89.552,0
82.989,0
73.601,1
81.515,0
84.529,0
83.804,0
73.72,1
84.182,0
77.328,1
84.991,0
85.081,0
82.411,0
83.894,0
77.848,1
72.007,1
76.381,1
82.969,0
81.647,0
78.678,0
77.335,1
84.348,0
83.646,0
84.391,0
83.644,0
81.323,0
83.806,0
80.954,0
67.145,1
100.509,0
84.053,0
84.596,0
84.895,0
82.924,0
82.61,0
84.363,0
81.402,0
81.903,0
83.62,0
83.125,0
85.014,0
72.357,1
84.562,0
80.973,0
86.774,0
84.353,0
81.754,0
74.879,1
72.139,1
84.03,0
73.806,1
84.4,0
78.45,0
81.8,0
83.484,0
98.279,0
69.819,1
67.85,1
85.018,0
85.233,0
85.95,0
86.051,0
75.56,1
81.187,0
83.101,0
70.566,1
83.372,0
82.979,0
84.952,0
81.538,0
81.825,0
74.19,1
71.726,1
87.295,0
86.357,0
84.064,0
76.989,1
78.322,0
84.148,0
84.538,0
82.959,0
83.508,0
83.871,0
78.534,0
82.362,0
80.9,0
85.002,0
78.762,0
75.28,1
81.592,0
81.985,0
74.267,1
75.324,1
83.481,0
84.775,0
79.078,0
82.253,0
82.234,0
85.89,0
84.522,0
85.394,0
86.806,0
74.04,1
84.415,0
74.106,1
82.403,0
81.126,0
85.295,0
84.138,0
77.999,1
78.157,1
70.591,1
87.056,0
87.064,0
83.879,0
72.621,1
91.301,0
79.495,0
84.315,0
73.429,1
89.568,0
87.576,0
81.405,0
75.301,1
69.88,1
81.87,0
66.125,1
80.793,0
79.222,0
83.96,0
83.39,0
84.301,0
84.438,0
76.061,1
85.896,0
83.947,0
83.701,0
83.498,0
76.901,1
85.52,0
85.202,0
76.502,1
78.451,0
85.904,0
84.302,0
83.841,0
81.763,0
85.226,0
85.119,0
77.185,1
75.718,1
85.272,0
81.428,0
80.542,0
84.27,0
81.963,0
74.444,1
75.63,1
83.677,0
79.835,0
85.073,0
84.912,0
82.465,0
74.203,1
94.85,0
74.866,1
81.599,0
90.124,0
85.683,0
86.524,0
83.721,0
81.684,0
70.277,1
76.018,1
72.502,1
65.685,1
82.199,0
73.732,1
83.592,0
99.188,0
84.866,0
88.313,0
84.334,0
79.492,0
73.437,1
71.29,1
88.819,0
78.648,0
78.62,0
81.652,0
75.134,1
78.27,1
80.556,0
83.014,0
84.727,0
84.522,0
83.935,0
86.258,0
74.231,1
76.244,1
83.532,0
84.843,0
84.917,0
80.28,0
81.374,0
84.177,0
82.704,0
81.338,0
80.251,0
82.876,0
72.454,1
83.426,0
84.729,0
74.363,1
82.745,0
83.802,0
87.437,0
81.02,0
82.648,0
84.84,0
75.704,1
84.411,0
84.378,0
83.145,0
84.426,0
70.679,1
84.499,0
81.396,0
76.77,1
81.505,0
81.596,0
82.224,0
82.955,0
79.932,0
67.482,1
83.642,0
74.831,1
77.57,1
81.317,0
82.145,0
81.438,0
84.319,0
74.542,1
84.266,0
83.247,0
84.493,0
83.904,0
83.241,0
81.54,0
73.372,1
77.95,1
85.832,0
81.151,0
82.428,0
81.036,0
84.368,0
83.555,0
83.59,0
83.603,0
88.838,0
82.951,0
83.318,0
84.954,0
84.348,0
85.351,0
81.755,0
81.774,0
85.293,0
83.933,0
84.354,0
83.366,0
73.884,1
84.962,0
86.455,0
83.361,0
80.198,0
82.052,0
73.161,1
83.386,0
73.939,1
84.137,0
82.177,0
79.419,0
73.95,1
83.827,0
83.759,0
72.367,1
70.393,1
87.885,0
92.947,0
72.709,1
78.681,0
83.251,0
76.882,1
69.026,1
86.638,0
78.228,1
78.738,0
78.779,0
83.631,0
81.852,0
69.718,1
84.312,0
74.867,1
81.123,0
77.55,1
84.742,0
83.877,0
83.006,0
77.176,1
84.055,0
84.155,0
83.403,0
83.141,0
71.302,1
87.738,0
79.978,0
84.593,0
83.946,0
74.338,1
81.046,0
70.782,1
68.208,1
73.003,1
82.842,0
82.927,0
99.865,0
83.734,0
83.323,0
92.283,0
81.804,0
84.955,0
82.165,0
85.631,0
87.784,0
86.142,0
70.204,1
77.305,1
68.104,1
82.273,0
84.15,0
79.728,0
70.425,1
83.309,0
83.251,0
84.794,0
71.39,1
85.33,0
79.115,0
75.001,1
77.331,1
79.113,0
84.54,0
82.237,0
84.508,0
76.982,1
83.72,0
82.597,0
82.548,0
83.877,0
74.019,1
75.667,1
72.306,1
72.451,1
85.208,0
94.221,0
82.722,0
68.051,1
83.464,0
80.145,0
84.34,0
89.309,0
71.302,1
70.897,1
82.102,0
82.708,0
74.908,1
70.181,1
68.45,1
85.244,0
73.819,1
87.637,0
83.649,0
77.1,1
81.669,0
72.579,1
83.374,0
84.117,0
84.791,0
84.51,0
81.266,0
82.756,0
83.76,0
84.43,0
78.859,0
76.264,1
97.014,0
85.643,0
74.912,1
83.527,0
74.022,1
84.129,0
84.869,0
80.791,0
86.953,0
84.271,0
84.004,0
75.248,1
83.895,0
75.647,1
